booking_id,pickup_datetime,pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,trip_time_minutes,passenger_count,base_fare,surge_multiplier,final_fare
BK07279,2024-01-15 05:39:00,12.8452,77.6602,12.9592,77.6974,2.33,7.98,2,53.33,2.0,106.65
BK07280,2024-01-09 07:50:00,12.901,77.5855,12.9592,77.6974,8.82,29.74,3,118.19,1.2,141.83
BK07281,2024-02-06 06:23:00,12.9698,77.7499,12.9698,77.7499,2.57,7.2,2,55.73,2.5,139.31
BK07282,2024-01-13 04:15:00,12.8452,77.6602,12.9784,77.6408,9.88,30.09,1,128.78,1.2,154.53
BK07283,2024-02-25 08:50:00,12.9757,77.605,12.9784,77.6408,14.1,47.26,3,171.01,1.2,205.22
BK07284,2024-01-07 09:52:00,12.9915,77.5545,12.9915,77.5545,11.26,38.33,2,142.61,1.5,213.91
BK07285,2024-01-16 04:34:00,12.9698,77.7499,12.9166,77.6101,6.42,16.21,2,94.19,2.5,235.48
BK07286,2024-02-18 12:34:00,12.9757,77.605,12.9352,77.6245,11.16,26.08,1,141.64,1.0,141.64
BK07287,2024-01-10 18:54:00,12.9352,77.6245,12.9784,77.6408,12.66,48.7,2,156.59,2.5,391.47
BK07288,2024-01-27 18:52:00,12.9166,77.6101,12.9592,77.6974,1.12,3.38,3,41.16,1.2,49.4
BK07289,2024-01-30 21:15:00,12.901,77.5855,12.9698,77.7499,11.45,34.73,1,144.48,1.0,144.48
BK07290,2024-02-10 07:41:00,12.9352,77.6245,12.901,77.5855,13.2,31.84,2,161.99,2.0,323.98
BK07291,2024-01-18 22:21:00,12.9166,77.6101,12.901,77.5855,2.01,5.53,1,50.06,2.5,125.16
BK07292,2024-01-05 02:51:00,12.9352,77.6245,12.8452,77.6602,7.5,15.64,3,105.03,1.0,105.03
BK07293,2024-02-25 02:54:00,12.9698,77.7499,12.9915,77.5545,2.22,4.52,1,52.23,2.5,130.57
BK07294,2024-02-12 09:54:00,12.901,77.5855,12.8452,77.6602,3.73,14.88,2,67.31,2.0,134.62
BK07295,2024-01-12 02:17:00,13.0358,77.597,12.9757,77.605,11.59,37.56,1,145.91,1.0,145.91
BK07296,2024-02-07 19:40:00,12.9352,77.6245,12.901,77.5855,14.58,46.45,3,175.77,1.2,210.92
BK07297,2024-02-19 10:40:00,12.9698,77.7499,12.901,77.5855,12.45,33.13,2,154.48,2.5,386.19
BK07298,2024-01-15 03:45:00,12.9784,77.6408,12.9592,77.6974,1.63,5.6,3,46.35,1.2,55.62
BK07299,2024-02-27 11:19:00,12.9166,77.6101,12.9352,77.6245,6.66,13.63,1,96.56,2.0,193.12
BK07300,2024-01-25 07:09:00,12.9592,77.6974,12.9592,77.6974,8.29,32.7,1,112.89,1.5,169.34
BK07301,2024-02-05 16:51:00,12.9166,77.6101,12.9698,77.7499,8.83,34.35,1,118.28,2.0,236.57
BK07302,2024-01-10 02:05:00,12.9352,77.6245,12.9784,77.6408,5.83,18.73,2,88.28,1.2,105.93
BK07303,2024-01-03 01:11:00,12.9698,77.7499,12.8452,77.6602,10.13,38.02,2,131.31,1.0,131.31
BK07304,2024-01-08 16:50:00,12.9784,77.6408,12.9698,77.7499,1.86,5.1,3,48.59,1.0,48.59
BK07305,2024-01-25 17:24:00,12.9166,77.6101,12.9757,77.605,2.61,7.23,3,56.11,1.0,56.11
BK07306,2024-01-17 11:56:00,12.9592,77.6974,12.9757,77.605,2.2,6.66,3,51.96,1.0,51.96
BK07307,2024-02-16 12:17:00,12.8452,77.6602,12.901,77.5855,13.61,38.84,2,166.12,1.0,166.12
BK07308,2024-02-14 07:50:00,12.901,77.5855,12.8452,77.6602,10.5,21.87,2,135.04,1.2,162.05
BK07309,2024-01-20 10:31:00,12.9166,77.6101,12.9784,77.6408,13.73,54.65,3,167.28,1.2,200.73
BK07310,2024-01-21 09:22:00,12.9352,77.6245,12.9757,77.605,10.85,31.8,1,138.5,1.0,138.5
BK07311,2024-01-17 11:53:00,12.9784,77.6408,12.9352,77.6245,8.03,24.25,1,110.35,2.5,275.87
BK07312,2024-01-20 23:30:00,12.9698,77.7499,12.9757,77.605,9.78,21.75,2,127.79,1.5,191.69
BK07313,2024-02-27 01:52:00,12.9592,77.6974,12.9698,77.7499,13.77,48.6,1,167.75,2.5,419.37
BK07314,2024-01-31 13:43:00,12.9915,77.5545,12.8452,77.6602,11.41,23.66,3,144.06,2.0,288.11
BK07315,2024-01-29 17:52:00,12.9698,77.7499,12.9698,77.7499,6.88,14.64,2,98.85,2.0,197.69
BK07316,2024-01-06 06:36:00,12.9915,77.5545,12.901,77.5855,13.64,47.07,3,166.4,2.0,332.81
BK07317,2024-01-25 04:21:00,12.9784,77.6408,12.9784,77.6408,7.94,16.94,2,109.36,1.0,109.36
BK07318,2024-01-11 05:10:00,12.9757,77.605,12.9592,77.6974,11.34,41.75,3,143.37,2.0,286.73
BK07319,2024-02-11 22:35:00,12.9698,77.7499,12.9698,77.7499,6.94,16.72,2,99.36,1.2,119.23
BK07320,2024-01-29 21:03:00,12.9757,77.605,12.9352,77.6245,10.59,33.89,3,135.85,1.0,135.85
BK07321,2024-01-05 21:46:00,12.9166,77.6101,12.9592,77.6974,6.24,12.57,3,92.37,1.0,92.37
BK07322,2024-01-22 01:12:00,12.9757,77.605,12.9757,77.605,2.82,8.7,3,58.17,1.2,69.8
BK07323,2024-01-02 18:47:00,12.8452,77.6602,12.9915,77.5545,5.36,12.4,1,83.64,2.5,209.09
BK07324,2024-01-02 23:09:00,12.9166,77.6101,12.9915,77.5545,14.74,33.98,3,177.4,2.5,443.5
BK07325,2024-02-10 02:31:00,12.9757,77.605,12.9698,77.7499,5.16,18.37,3,81.63,2.0,163.26
BK07326,2024-01-10 12:54:00,12.901,77.5855,12.9915,77.5545,11.27,29.09,2,142.68,1.0,142.68
BK07327,2024-02-24 23:29:00,12.901,77.5855,12.9915,77.5545,14.29,56.54,1,172.91,1.0,172.91
BK07328,2024-01-23 16:28:00,12.9592,77.6974,12.9698,77.7499,14.63,50.26,3,176.27,1.0,176.27
BK07329,2024-01-20 14:33:00,12.901,77.5855,12.901,77.5855,14.69,55.4,2,176.93,1.2,212.31
BK07330,2024-02-13 22:07:00,12.9784,77.6408,12.9784,77.6408,13.35,40.15,3,163.5,1.0,163.5
BK07331,2024-01-02 13:02:00,12.8452,77.6602,12.901,77.5855,14.94,46.7,1,179.37,1.2,215.24
BK07332,2024-01-23 08:35:00,12.901,77.5855,13.0358,77.597,9.66,31.15,3,126.62,1.5,189.93
BK07333,2024-02-29 19:59:00,12.9352,77.6245,12.9698,77.7499,9.07,32.26,3,120.67,1.5,181.01
BK07334,2024-02-26 19:46:00,12.901,77.5855,12.9784,77.6408,1.28,4.02,2,42.84,1.5,64.26
BK07335,2024-01-29 22:07:00,12.8452,77.6602,12.901,77.5855,10.44,27.06,2,134.38,1.0,134.38
BK07336,2024-02-03 07:58:00,12.9915,77.5545,12.9592,77.6974,11.75,37.11,3,147.5,2.0,295.01
BK07337,2024-01-23 15:53:00,12.9915,77.5545,12.901,77.5855,5.27,12.67,2,82.71,2.5,206.77
BK07338,2024-02-02 15:38:00,12.9915,77.5545,12.9166,77.6101,4.47,10.4,2,74.73,1.0,74.73
BK07339,2024-01-13 01:02:00,12.9592,77.6974,12.9166,77.6101,12.04,36.95,3,150.39,1.0,150.39
BK07340,2024-02-01 11:27:00,12.9166,77.6101,12.9166,77.6101,7.55,25.76,1,105.54,2.0,211.09
BK07341,2024-01-24 16:34:00,12.9915,77.5545,12.9698,77.7499,8.9,21.49,3,118.98,2.0,237.97
BK07342,2024-02-26 21:52:00,12.901,77.5855,12.9784,77.6408,1.12,2.36,2,41.2,1.5,61.79
BK07343,2024-02-15 21:32:00,12.9592,77.6974,13.0358,77.597,14.6,30.6,3,176.03,2.5,440.08
BK07344,2024-01-26 17:05:00,12.9166,77.6101,12.901,77.5855,6.03,17.29,2,90.29,2.5,225.71
BK07345,2024-01-08 02:25:00,12.9698,77.7499,12.9352,77.6245,11.81,45.39,3,148.11,2.0,296.21
BK07346,2024-02-07 17:09:00,12.9698,77.7499,12.9352,77.6245,13.12,38.61,1,161.19,1.0,161.19
BK07347,2024-01-01 05:33:00,12.8452,77.6602,12.9592,77.6974,13.12,34.17,3,161.16,1.5,241.74
BK07348,2024-02-04 16:45:00,12.9784,77.6408,12.9784,77.6408,1.55,3.11,1,45.47,1.2,54.56
BK07349,2024-02-06 14:49:00,12.9352,77.6245,12.9698,77.7499,12.86,28.35,1,158.56,1.5,237.83
BK07350,2024-01-14 20:59:00,12.9352,77.6245,12.9784,77.6408,4.14,9.53,3,71.38,1.5,107.06
BK07351,2024-01-16 12:54:00,12.9784,77.6408,12.9166,77.6101,3.79,12.07,1,67.87,1.0,67.87
BK07352,2024-01-21 16:05:00,12.9915,77.5545,12.9166,77.6101,13.04,37.97,1,160.4,1.0,160.4
BK07353,2024-02-29 02:46:00,12.9698,77.7499,12.9757,77.605,8.6,22.71,1,116.01,1.2,139.21
BK07354,2024-01-13 20:51:00,12.901,77.5855,12.9166,77.6101,4.25,9.87,2,72.52,2.5,181.31
BK07355,2024-01-05 15:50:00,12.9592,77.6974,12.901,77.5855,7.75,17.75,3,107.49,1.0,107.49
BK07356,2024-02-20 06:14:00,12.9915,77.5545,12.9166,77.6101,2.89,5.99,2,58.86,2.5,147.15
BK07357,2024-01-19 14:49:00,12.9698,77.7499,12.9352,77.6245,5.07,12.34,1,80.66,2.5,201.64
BK07358,2024-01-26 04:50:00,12.901,77.5855,12.9915,77.5545,8.43,28.72,3,114.29,2.0,228.59
BK07359,2024-01-27 03:20:00,12.9757,77.605,12.9757,77.605,1.8,3.64,3,47.98,2.5,119.94
BK07360,2024-02-22 13:36:00,12.9166,77.6101,12.8452,77.6602,9.75,23.32,1,127.46,1.0,127.46
BK07361,2024-02-16 15:39:00,12.9757,77.605,12.9784,77.6408,13.64,37.96,3,166.43,1.5,249.64
BK07362,2024-02-20 19:48:00,12.9915,77.5545,12.8452,77.6602,7.68,20.11,3,106.76,2.5,266.9
BK07363,2024-01-29 20:42:00,12.8452,77.6602,12.901,77.5855,9.26,19.16,3,122.64,1.0,122.64
BK07364,2024-01-02 18:05:00,12.9757,77.605,12.8452,77.6602,4.69,17.51,1,76.89,1.5,115.34
BK07365,2024-01-01 02:54:00,12.9352,77.6245,12.9784,77.6408,7.12,18.84,2,101.15,2.5,252.88
BK07366,2024-02-20 23:59:00,12.9592,77.6974,12.9757,77.605,14.28,29.36,3,172.78,1.0,172.78
BK07367,2024-01-29 22:22:00,12.9592,77.6974,12.9592,77.6974,8.68,31.82,2,116.75,2.0,233.5
BK07368,2024-01-07 08:05:00,12.8452,77.6602,12.9757,77.605,12.47,48.87,1,154.68,1.2,185.62
BK07369,2024-01-05 09:24:00,12.9352,77.6245,12.9592,77.6974,1.47,5.59,1,44.67,1.5,67.0
BK07370,2024-02-07 23:33:00,12.8452,77.6602,12.8452,77.6602,1.2,3.43,3,41.97,2.0,83.94
BK07371,2024-01-25 03:16:00,12.9592,77.6974,12.901,77.5855,10.08,22.86,3,130.82,2.0,261.65
BK07372,2024-02-06 14:36:00,12.8452,77.6602,12.9915,77.5545,12.86,44.62,1,158.65,1.0,158.65
BK07373,2024-02-03 20:36:00,12.9915,77.5545,12.901,77.5855,11.3,41.97,2,143.0,1.5,214.5
BK07374,2024-02-01 02:05:00,12.9166,77.6101,12.9592,77.6974,1.43,4.33,2,44.33,1.5,66.49
BK07375,2024-02-29 08:14:00,12.9592,77.6974,13.0358,77.597,4.17,15.56,3,71.68,1.5,107.53
BK07376,2024-01-19 12:07:00,12.9784,77.6408,12.9784,77.6408,11.53,32.68,1,145.31,2.0,290.62
BK07377,2024-01-27 18:43:00,12.9592,77.6974,12.9592,77.6974,2.85,9.53,2,58.47,2.0,116.94
BK07378,2024-01-26 15:56:00,12.9592,77.6974,12.9592,77.6974,4.9,14.41,3,79.02,1.0,79.02
BK07379,2024-02-04 10:35:00,12.9784,77.6408,12.8452,77.6602,14.67,29.4,2,176.72,1.0,176.72
BK07380,2024-02-11 22:45:00,12.9915,77.5545,12.9166,77.6101,13.12,41.92,3,161.16,1.2,193.39
BK07381,2024-01-02 11:50:00,12.9592,77.6974,12.901,77.5855,9.33,23.39,3,123.27,1.0,123.27
BK07382,2024-02-26 08:12:00,12.9915,77.5545,12.9757,77.605,5.33,17.72,2,83.29,1.5,124.94
BK07383,2024-02-07 01:00:00,12.9784,77.6408,12.8452,77.6602,13.51,40.53,2,165.12,1.0,165.12
BK07384,2024-02-26 22:19:00,12.9592,77.6974,12.9592,77.6974,6.7,20.5,1,96.96,2.0,193.92
BK07385,2024-02-11 04:28:00,12.9757,77.605,12.9915,77.5545,10.26,40.14,1,132.65,2.0,265.29
BK07386,2024-02-24 21:43:00,12.901,77.5855,12.9915,77.5545,11.06,37.82,2,140.61,1.5,210.92
BK07387,2024-02-10 10:45:00,12.901,77.5855,12.9915,77.5545,4.25,11.46,2,72.48,1.5,108.72
BK07388,2024-02-25 00:31:00,12.9757,77.605,13.0358,77.597,1.6,5.8,3,46.01,1.2,55.21
BK07389,2024-02-20 17:34:00,12.9784,77.6408,12.9757,77.605,4.52,12.97,2,75.22,1.2,90.26
BK07390,2024-02-29 18:44:00,12.8452,77.6602,12.9166,77.6101,4.24,13.07,1,72.43,1.0,72.43
BK07391,2024-02-18 02:15:00,12.9352,77.6245,12.9698,77.7499,4.87,19.14,2,78.69,2.5,196.74
BK07392,2024-01-26 19:58:00,12.9352,77.6245,12.901,77.5855,7.2,15.77,3,101.96,1.0,101.96
BK07393,2024-01-12 05:01:00,12.9757,77.605,12.9784,77.6408,4.64,11.51,2,76.37,1.0,76.37
BK07394,2024-01-16 18:25:00,12.9784,77.6408,12.9592,77.6974,11.22,24.47,2,142.21,2.0,284.41
BK07395,2024-02-28 12:42:00,12.9784,77.6408,12.901,77.5855,13.91,42.53,2,169.14,2.0,338.29
BK07396,2024-01-02 03:30:00,12.9352,77.6245,12.9352,77.6245,11.83,44.64,2,148.28,2.0,296.57
BK07397,2024-01-06 12:21:00,12.8452,77.6602,12.9592,77.6974,7.7,25.38,3,107.05,2.5,267.62
BK07398,2024-02-11 02:21:00,12.901,77.5855,12.9592,77.6974,12.54,27.25,1,155.37,2.5,388.41
BK07399,2024-02-08 04:57:00,12.9698,77.7499,12.9757,77.605,10.57,35.85,2,135.7,1.0,135.7
BK07400,2024-02-11 11:14:00,13.0358,77.597,12.9166,77.6101,2.33,9.21,3,53.32,2.0,106.64
BK07401,2024-01-24 10:56:00,12.8452,77.6602,12.9784,77.6408,10.58,23.43,2,135.83,1.5,203.74
BK07402,2024-02-13 03:37:00,12.9915,77.5545,12.9915,77.5545,7.85,30.97,1,108.45,2.0,216.9
BK07403,2024-01-27 14:44:00,13.0358,77.597,13.0358,77.597,13.24,33.83,2,162.38,2.5,405.96
BK07404,2024-02-18 21:11:00,12.901,77.5855,13.0358,77.597,4.48,11.35,3,74.79,1.5,112.19
BK07405,2024-01-03 05:54:00,12.9592,77.6974,12.901,77.5855,8.61,23.75,1,116.1,2.0,232.2
BK07406,2024-01-28 16:21:00,12.9352,77.6245,12.9592,77.6974,1.99,6.65,3,49.85,1.5,74.78
BK07407,2024-02-21 16:49:00,12.9352,77.6245,12.9592,77.6974,9.98,39.23,1,129.83,2.5,324.57
BK07408,2024-01-05 01:25:00,12.9166,77.6101,12.9915,77.5545,11.89,27.93,1,148.93,2.0,297.86
BK07409,2024-01-21 11:57:00,12.9915,77.5545,12.9166,77.6101,2.29,8.01,2,52.95,1.2,63.54
BK07410,2024-01-19 10:04:00,12.9915,77.5545,12.9784,77.6408,8.8,33.81,2,118.0,2.0,236.0
BK07411,2024-02-26 15:05:00,12.9915,77.5545,12.9698,77.7499,9.83,29.07,1,128.25,1.5,192.38
BK07412,2024-01-15 22:30:00,12.8452,77.6602,12.9915,77.5545,8.29,19.51,2,112.94,2.0,225.89
BK07413,2024-01-03 15:46:00,12.9698,77.7499,12.9698,77.7499,5.48,14.13,1,84.78,2.5,211.95
BK07414,2024-01-10 21:07:00,12.9698,77.7499,12.9757,77.605,7.12,20.7,1,101.17,1.0,101.17
BK07415,2024-02-06 14:32:00,12.9784,77.6408,12.8452,77.6602,2.63,6.45,1,56.27,1.2,67.53
BK07416,2024-02-29 06:11:00,12.9352,77.6245,12.9698,77.7499,6.39,23.52,1,93.94,1.0,93.94
BK07417,2024-01-13 01:00:00,12.9166,77.6101,12.9698,77.7499,2.7,7.18,1,56.96,2.0,113.93
BK07418,2024-01-04 02:19:00,12.8452,77.6602,12.9915,77.5545,5.04,12.21,2,80.37,2.5,200.93
BK07419,2024-01-02 21:18:00,12.9915,77.5545,12.9352,77.6245,2.22,5.83,3,52.22,1.5,78.33
BK07420,2024-01-19 00:32:00,12.9757,77.605,12.9784,77.6408,5.09,14.29,2,80.95,2.0,161.89
BK07421,2024-01-25 23:34:00,12.9166,77.6101,12.8452,77.6602,3.59,9.37,1,65.85,1.5,98.78
BK07422,2024-01-19 12:34:00,12.8452,77.6602,13.0358,77.597,10.69,38.03,1,136.87,2.0,273.74
BK07423,2024-02-02 12:06:00,12.9915,77.5545,13.0358,77.597,12.8,30.27,2,158.05,1.5,237.07
BK07424,2024-01-26 19:15:00,12.9166,77.6101,12.9784,77.6408,4.51,13.81,2,75.13,1.0,75.13
BK07425,2024-01-05 15:23:00,12.9166,77.6101,12.8452,77.6602,5.45,15.32,3,84.5,2.5,211.25
BK07426,2024-01-11 11:00:00,13.0358,77.597,12.9698,77.7499,5.64,17.78,2,86.45,2.0,172.89
BK07427,2024-01-16 13:49:00,12.9592,77.6974,13.0358,77.597,12.1,29.77,1,151.02,1.5,226.54
BK07428,2024-02-08 15:46:00,12.9352,77.6245,12.9698,77.7499,2.09,5.82,2,50.94,1.5,76.42
BK07429,2024-01-27 12:51:00,12.9698,77.7499,12.9698,77.7499,6.31,13.49,2,93.12,2.5,232.8
BK07430,2024-01-10 12:20:00,12.9784,77.6408,12.9352,77.6245,11.53,28.81,2,145.31,1.2,174.37
BK07431,2024-02-15 18:10:00,12.901,77.5855,13.0358,77.597,3.95,11.15,1,69.46,1.0,69.46
BK07432,2024-01-29 18:21:00,13.0358,77.597,13.0358,77.597,5.1,16.56,1,80.95,1.0,80.95
BK07433,2024-01-31 15:00:00,12.9592,77.6974,12.9352,77.6245,7.94,24.23,2,109.41,1.5,164.12
BK07434,2024-01-21 20:36:00,12.901,77.5855,12.9592,77.6974,1.31,2.71,3,43.09,2.0,86.17
BK07435,2024-01-13 12:32:00,12.901,77.5855,12.9757,77.605,13.17,47.71,1,161.75,1.5,242.62
BK07436,2024-02-12 21:12:00,12.9784,77.6408,12.9352,77.6245,4.46,16.98,1,74.62,1.5,111.92
BK07437,2024-02-19 08:36:00,12.8452,77.6602,12.9915,77.5545,11.02,22.64,2,140.16,1.5,210.24
BK07438,2024-02-02 16:11:00,13.0358,77.597,12.9352,77.6245,2.81,7.1,2,58.06,1.5,87.08
BK07439,2024-01-01 00:58:00,12.9698,77.7499,12.9592,77.6974,10.94,37.46,1,139.43,2.0,278.86
BK07440,2024-02-23 01:18:00,12.9784,77.6408,12.9166,77.6101,14.73,56.37,3,177.27,1.5,265.9
BK07441,2024-02-03 13:05:00,12.9592,77.6974,12.9784,77.6408,7.25,22.89,2,102.48,2.5,256.19
BK07442,2024-01-20 13:51:00,12.901,77.5855,12.8452,77.6602,8.11,28.4,3,111.05,2.5,277.63
BK07443,2024-01-30 15:33:00,12.9698,77.7499,12.9784,77.6408,13.51,40.64,1,165.11,2.0,330.23
BK07444,2024-02-17 08:05:00,12.9698,77.7499,12.9592,77.6974,1.17,4.45,3,41.69,1.0,41.69
BK07445,2024-02-09 04:14:00,12.901,77.5855,12.9592,77.6974,9.22,32.23,2,122.24,1.5,183.36
BK07446,2024-01-06 14:15:00,12.9166,77.6101,12.9757,77.605,2.44,6.8,1,54.42,1.5,81.63
BK07447,2024-01-25 09:08:00,12.8452,77.6602,12.9757,77.605,13.46,31.58,2,164.6,2.5,411.51
BK07448,2024-01-01 19:03:00,12.9592,77.6974,12.9757,77.605,10.37,33.16,3,133.7,2.5,334.25
BK07449,2024-01-17 07:43:00,12.9757,77.605,13.0358,77.597,7.13,16.95,2,101.28,1.5,151.92
BK07450,2024-01-16 14:54:00,12.9166,77.6101,12.901,77.5855,7.56,25.33,3,105.62,2.0,211.25
BK07451,2024-01-22 04:08:00,12.9592,77.6974,12.9915,77.5545,7.32,20.23,2,103.17,1.0,103.17
BK07452,2024-01-02 03:50:00,12.8452,77.6602,12.9915,77.5545,1.41,4.01,2,44.12,2.5,110.3
BK07453,2024-01-04 07:54:00,12.8452,77.6602,13.0358,77.597,8.35,18.72,1,113.5,1.2,136.2
BK07454,2024-02-21 17:46:00,12.9915,77.5545,12.901,77.5855,3.48,13.52,1,64.79,1.0,64.79
BK07455,2024-01-27 19:21:00,12.901,77.5855,12.9592,77.6974,14.51,30.25,3,175.06,1.2,210.07
BK07456,2024-02-09 15:47:00,13.0358,77.597,12.901,77.5855,11.45,28.3,2,144.51,1.5,216.76
BK07457,2024-01-22 07:50:00,12.9915,77.5545,13.0358,77.597,2.26,5.17,1,52.55,2.5,131.38
BK07458,2024-02-12 00:35:00,12.9784,77.6408,12.9784,77.6408,8.48,23.45,3,114.81,1.2,137.77
BK07459,2024-01-10 03:47:00,12.9784,77.6408,12.9784,77.6408,8.92,25.31,2,119.22,2.5,298.04
BK07460,2024-01-06 01:15:00,12.901,77.5855,13.0358,77.597,5.35,11.54,3,83.54,1.5,125.31
BK07461,2024-01-16 20:50:00,12.9915,77.5545,12.9166,77.6101,8.79,28.73,2,117.92,1.5,176.88
BK07462,2024-02-10 12:09:00,12.9784,77.6408,13.0358,77.597,7.18,22.31,3,101.78,1.0,101.78
BK07463,2024-02-10 01:25:00,13.0358,77.597,12.901,77.5855,4.94,17.76,2,79.42,1.5,119.12
BK07464,2024-01-14 14:56:00,12.8452,77.6602,12.9592,77.6974,5.24,11.63,2,82.36,1.0,82.36
BK07465,2024-02-19 20:04:00,12.8452,77.6602,12.901,77.5855,14.52,37.93,2,175.18,2.0,350.35
BK07466,2024-01-22 05:16:00,12.8452,77.6602,12.9757,77.605,14.71,55.58,3,177.13,2.5,442.84
BK07467,2024-02-25 00:58:00,12.9592,77.6974,12.9784,77.6408,9.47,31.76,2,124.66,1.0,124.66
BK07468,2024-02-14 09:58:00,12.9757,77.605,12.9915,77.5545,4.41,10.39,2,74.13,2.0,148.26
BK07469,2024-02-13 12:55:00,12.901,77.5855,12.9915,77.5545,10.46,33.58,2,134.65,1.2,161.58
BK07470,2024-02-29 23:17:00,12.9784,77.6408,12.8452,77.6602,8.2,20.3,2,111.99,1.0,111.99
BK07471,2024-02-05 20:17:00,13.0358,77.597,12.9352,77.6245,3.53,7.9,3,65.32,1.5,97.98
BK07472,2024-02-29 19:45:00,12.9352,77.6245,12.901,77.5855,1.38,3.02,3,43.76,2.0,87.52
BK07473,2024-02-04 18:59:00,12.9698,77.7499,12.9352,77.6245,12.92,30.27,1,159.24,2.5,398.1
BK07474,2024-01-19 04:51:00,12.9592,77.6974,12.9698,77.7499,3.97,15.07,3,69.73,2.5,174.33
BK07475,2024-01-11 19:41:00,12.9592,77.6974,12.8452,77.6602,6.19,15.92,3,91.88,1.5,137.82
BK07476,2024-02-24 07:23:00,12.9915,77.5545,12.9166,77.6101,3.33,10.41,3,63.33,1.0,63.33
BK07477,2024-01-10 22:57:00,13.0358,77.597,13.0358,77.597,6.25,12.54,3,92.46,2.5,231.16
BK07478,2024-01-21 22:27:00,13.0358,77.597,12.9915,77.5545,13.15,27.74,3,161.55,1.5,242.32
BK07479,2024-02-21 18:08:00,12.9592,77.6974,12.9166,77.6101,5.03,14.92,3,80.29,2.0,160.58
BK07480,2024-01-08 14:04:00,12.9352,77.6245,13.0358,77.597,10.5,28.44,3,135.0,1.0,135.0
BK07481,2024-01-28 00:00:00,12.9757,77.605,12.9592,77.6974,14.69,44.51,2,176.91,2.0,353.83
BK07482,2024-01-05 10:00:00,12.901,77.5855,12.901,77.5855,11.89,44.95,3,148.87,1.0,148.87
BK07483,2024-02-01 09:31:00,12.9592,77.6974,12.901,77.5855,2.71,9.4,2,57.05,1.5,85.58
BK07484,2024-01-06 23:00:00,12.9915,77.5545,13.0358,77.597,11.07,36.34,2,140.71,2.0,281.42
BK07485,2024-02-17 10:14:00,12.9698,77.7499,12.9166,77.6101,10.98,40.24,2,139.78,1.2,167.74
BK07486,2024-01-17 21:38:00,12.9915,77.5545,12.9166,77.6101,1.93,4.53,3,49.29,2.5,123.23
BK07487,2024-01-16 20:26:00,12.9784,77.6408,12.8452,77.6602,10.94,41.81,1,139.44,1.2,167.33
BK07488,2024-02-13 13:13:00,12.8452,77.6602,12.9592,77.6974,1.47,4.81,3,44.66,2.0,89.31
BK07489,2024-02-05 12:42:00,13.0358,77.597,12.9784,77.6408,9.98,22.16,3,129.75,1.0,129.75
BK07490,2024-01-31 11:04:00,12.9915,77.5545,12.9592,77.6974,7.94,22.36,3,109.39,2.5,273.47
BK07491,2024-01-19 21:47:00,12.9592,77.6974,12.9592,77.6974,6.24,19.0,3,92.38,1.0,92.38
BK07492,2024-01-26 19:31:00,12.9784,77.6408,12.9698,77.7499,7.91,29.92,1,109.14,2.5,272.86
BK07493,2024-02-22 13:44:00,12.9784,77.6408,12.901,77.5855,11.36,41.54,1,143.61,2.0,287.22
BK07494,2024-02-18 05:54:00,12.9757,77.605,12.9757,77.605,7.67,19.05,2,106.66,2.5,266.66
BK07495,2024-02-22 14:17:00,12.9352,77.6245,12.9592,77.6974,7.06,23.38,1,100.59,2.0,201.17
BK07496,2024-01-13 12:18:00,12.9352,77.6245,12.9915,77.5545,11.43,29.35,3,144.28,2.5,360.71
BK07497,2024-01-26 10:00:00,12.901,77.5855,12.9352,77.6245,1.37,4.08,2,43.69,1.2,52.43
BK07498,2024-01-16 16:09:00,12.9757,77.605,12.9166,77.6101,11.59,32.04,3,145.89,1.5,218.84
BK07499,2024-02-26 05:16:00,12.9757,77.605,12.9698,77.7499,6.14,12.81,3,91.35,1.5,137.03
BK07500,2024-02-13 17:43:00,12.9915,77.5545,12.9915,77.5545,4.72,10.6,3,77.18,1.5,115.77
BK07501,2024-01-15 21:07:00,12.9784,77.6408,12.8452,77.6602,7.15,22.11,2,101.54,1.0,101.54
BK07502,2024-02-18 17:30:00,12.8452,77.6602,12.9915,77.5545,10.12,37.77,2,131.16,1.2,157.4
BK07503,2024-01-25 03:40:00,12.9698,77.7499,12.9698,77.7499,12.77,39.69,3,157.72,1.0,157.72
BK07504,2024-02-07 11:09:00,12.9915,77.5545,13.0358,77.597,10.26,25.44,1,132.6,2.5,331.5
BK07505,2024-01-05 05:15:00,12.9757,77.605,12.9592,77.6974,11.55,34.62,1,145.48,1.5,218.23
BK07506,2024-02-28 21:46:00,12.9915,77.5545,12.9915,77.5545,13.96,50.63,2,169.65,1.0,169.65
BK07507,2024-02-03 08:24:00,12.9915,77.5545,12.9166,77.6101,4.99,15.77,1,79.9,1.2,95.89
BK07508,2024-01-17 11:24:00,12.9592,77.6974,12.901,77.5855,14.58,46.82,3,175.8,1.2,210.96
BK07509,2024-02-09 12:32:00,12.9784,77.6408,12.9915,77.5545,6.5,15.98,2,94.95,2.0,189.91
BK07510,2024-02-17 13:04:00,12.901,77.5855,12.901,77.5855,3.0,8.16,3,59.99,2.5,149.98
BK07511,2024-01-26 09:57:00,12.9784,77.6408,12.9698,77.7499,4.12,11.94,3,71.23,1.5,106.84
BK07512,2024-01-06 04:35:00,12.9698,77.7499,12.9166,77.6101,8.76,33.95,2,117.63,2.5,294.07
